Rep Detail Report: Cameron Allison,,,,,,,,,,,,,,
Generated: 2025-12-18 06:57:19,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
1037540,Dev Rugs Collection,INTERNAL,EMPLOYEEFRIENDFAMILY,0.0,7372.8,0,1,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,9/10/2025,TRUE,34.9,FALSE
1012640,"Paynes Gray, Inc.",E-TAILER,SPECIALTY,2687.8,5094.5,15,21,MID_REVENUE,HIGH_POTENTIAL,Group 2 High Potential,1/14/2020,FALSE,72.9,FALSE
1008298,"YDesign Group, LLC and lumens.com",E-TAILER,SPECIALTY,6708.6,4803.0,48,33,MID_REVENUE,MID_POTENTIAL,Group 2 Medium Potential,2/3/2020,FALSE,59.5,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
GROUP 3 (LOW REVENUE) - KEEPING: 4 accounts | 3376.00 revenue,,,,,,,,,,,,,,
(Non-DESIGN accounts or New 2025 customers - protected from floor),,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1005353,"Urban Outfitters, Inc.",E-TAILER,SPECIALTY,9697.0,2221.0,134,34,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,8/27/2019,FALSE,0.0,FALSE
1003952,Cost Plus World Market,E-TAILER,MASS,10219.5,1155.0,76,7,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,12/27/2019,FALSE,30.5,FALSE
1003769,Burkedecor.Com,E-TAILER,SPECIALTY,17864.4,0.0,404,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/19/2019,FALSE,0.0,FALSE
1002158,Modernrugs.Com,E-TAILER,NICHE,480.3,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/30/2020,FALSE,0.0,FALSE
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
ZERO REVENUE ACCOUNTS: 2 total | 2 keeping | 0 removed,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Account_ID,Account_Name,Segment,Sub_Segment,Total_Rev_2024,Total_Rev_2025,Orders_2024,Orders_2025,Revenue_Tier,Potential_Tier,Segment_Label,Customer_Since_Date,Is_New_2025,Composite_Score,Floor_Removed
1002158,Modernrugs.Com,E-TAILER,NICHE,480.3,0.0,3,0,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,3/30/2020,FALSE,0.0,FALSE
1003769,Burkedecor.Com,E-TAILER,SPECIALTY,17864.4,0.0,404,1,LOW_REVENUE,LOW_POTENTIAL,Group 3 Low Potential,10/19/2019,FALSE,0.0,FALSE
,,,,,,,,,,,,,,
