Rep Detail Report: Logan Karr,,,,,,,,,,,,,,
Generated: 2025-12-18 06:57:19,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
SUMMARY METRICS,,,,,,,,,,,,,,
================================================================================,,,,,,,,,,,,,,
Total Accounts (after alignment):,Total 2024 Revenue: ,Total 2025 Revenue:,Accounts Removed (Floor):,Revenue Removed (Floor): ,Final Accounts (Keeping):,Final Revenue (Keeping):,Zero Revenue Accounts:,Zero Revenue New 2025 Accounts: ,,,,,,
1036290,Green Butterfly Design,DESIGN,DESIGNER_INDEPENDENT,0.0,2018.6,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/13/2025,TRUE,43.8,FALSE
1038436,Christine Zeiler Creative LLC,DESIGN,DESIGN_FIRM,0.0,1980.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/6/2025,TRUE,51.7,FALSE
1038538,Claire Grix Design,DESIGN,DESIGNER_INDEPENDENT,0.0,1947.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/6/2025,TRUE,47.7,FALSE
1037895,Curated & Co.,RETAIL,SINGLE_LOCATION,0.0,1820.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/15/2025,TRUE,59.6,FALSE
1037902,Higby Design,DESIGN,DESIGN_FIRM,0.0,1814.5,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/4/2025,TRUE,50.9,FALSE
1037555,Caperton Furnitureworks LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,1791.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/21/2025,TRUE,45.0,FALSE
1037934,Jennifer Welch Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,1530.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/3/2025,TRUE,51.2,FALSE
1038097,Colette Luesebrink Design,DESIGN,DESIGN_FIRM,0.0,1520.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/24/2025,TRUE,44.9,FALSE
1037689,Addir Design,DESIGN,HOSPITALITY,0.0,1437.5,0,3,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/21/2025,TRUE,54.2,FALSE
1037394,valerie boyd interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,1350.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/11/2025,TRUE,44.9,FALSE
1037842,NICE MOVES,DESIGN,DESIGNER_INDEPENDENT,0.0,1340.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/24/2025,TRUE,53.3,FALSE
1037965,Debbie Linn-Art Concepts,DESIGN,DESIGNER_INDEPENDENT,0.0,1220.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/5/2025,TRUE,44.9,FALSE
1036294,"Gray Gables Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,1212.3,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/13/2025,TRUE,43.9,FALSE
1038041,SCW Interior,DESIGN,DESIGNER_INDEPENDENT,0.0,1185.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/17/2025,TRUE,53.4,FALSE
1037856,San Elijo Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,1093.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/29/2025,TRUE,46.4,FALSE
1037571,Brandalyn Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,1039.5,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/23/2025,TRUE,51.0,FALSE
1037941,KD Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,1015.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/5/2025,TRUE,46.4,FALSE
1037440,GINA POPESCU INTERIOR DESIGN,DESIGN,DESIGN_FIRM,0.0,960.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/24/2025,TRUE,49.5,FALSE
1037985,EDIT interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,930.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/24/2025,TRUE,44.9,FALSE
1037721,Arctic Birch Interiors LLC,DESIGN,DESIGN_FIRM,0.0,895.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/18/2025,TRUE,47.9,FALSE
1037979,Susan cohen Design,DESIGN,DESIGNER_INDEPENDENT,0.0,830.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/10/2025,TRUE,44.9,FALSE
1037294,"Wholesale Ironworks, LLC",DESIGN,DESIGN_FIRM,0.0,775.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/13/2025,TRUE,53.6,FALSE
1037332,JIL Design Group,DESIGN,DESIGNER_INDEPENDENT,0.0,740.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/18/2025,TRUE,39.1,FALSE
1037962,SIOBHAIN LASCARI DESIGN LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,665.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/9/2025,TRUE,58.1,FALSE
1038480,Salt Air Design Studio,DESIGN,DESIGNER_INDEPENDENT,0.0,614.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/10/2025,TRUE,44.7,FALSE
1037297,CAL Design & Devlopment,DESIGN,DESIGNER_INDEPENDENT,0.0,600.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/16/2025,TRUE,37.6,FALSE
1038038,Z Design Studio,DESIGN,DESIGNER_INDEPENDENT,0.0,595.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/25/2025,TRUE,48.8,FALSE
1036279,Tahj,DESIGN,DESIGNER_INDEPENDENT,0.0,595.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/2/2025,TRUE,37.8,FALSE
1037667,Zhanna Elise Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,584.5,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/13/2025,TRUE,46.5,FALSE
1037436,Jessica Nutt Design,DESIGN,DESIGN_FIRM,0.0,525.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/23/2025,TRUE,46.5,FALSE
1037966,Clouse Construction LLC dba McDougal Clo,DESIGN,ARCHITECT_BUILDER,0.0,481.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/3/2025,TRUE,50.3,FALSE
1037706,print smith studio,DESIGN,DESIGN_FIRM,0.0,450.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/11/2025,TRUE,45.0,FALSE
1036912,Oakhaus,DESIGN,DESIGNER_INDEPENDENT,0.0,450.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,5/2/2025,TRUE,43.7,FALSE
1037274,Talley & Co LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,420.8,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/11/2025,TRUE,45.1,FALSE
1038603,"Manor House Home Design, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,381.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/19/2025,TRUE,47.7,FALSE
1036978,Spruce Staging,DESIGN,DESIGNER_INDEPENDENT,0.0,245.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,5/10/2025,TRUE,37.7,FALSE
1038667,Lulu & Olive,DESIGN,DESIGNER_INDEPENDENT,0.0,178.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/8/2025,TRUE,47.6,FALSE
1037266,Rosewood Design & Build,DESIGN,DESIGNER_INDEPENDENT,0.0,150.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/15/2025,TRUE,50.5,FALSE
1038508,Agathus Studios LLC,DESIGN,DESIGN_FIRM,0.0,150.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/11/2025,TRUE,46.2,FALSE
1037761,Pickering House LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,150.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/24/2025,TRUE,38.9,FALSE
1036329,Lauren Manoogian LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,125.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/19/2025,TRUE,46.4,FALSE
1037305,Bri Lindsay Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,90.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/20/2025,TRUE,45.1,FALSE
1038555,Monarch Living,DESIGN,DESIGN_FIRM,0.0,84.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/11/2025,TRUE,51.7,FALSE
1037964,"Connected Interiors, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,83.0,0,2,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/5/2025,TRUE,51.2,FALSE
1037697,OpenScope,DESIGN,DESIGNER_INDEPENDENT,0.0,78.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/1/2025,TRUE,38.8,FALSE
1037407,Rediger Design,DESIGN,DESIGNER_INDEPENDENT,0.0,74.5,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/24/2025,TRUE,49.5,FALSE
1037500,Renee Taylor Interiors LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,50.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/15/2025,TRUE,42.0,FALSE
1036703,Johnson and Fernandez Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,4/15/2025,TRUE,20.4,FALSE
1036486,Fleur Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/26/2025,TRUE,17.4,FALSE
1036366,NTR Designs LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,3/14/2025,TRUE,17.5,FALSE
1037454,Tilly Lee + Company,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/19/2025,TRUE,21.1,FALSE
1037659,Mike Moser Studio,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/12/2025,TRUE,17.1,FALSE
1037656,Erin May Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/5/2025,TRUE,18.6,FALSE
1037607,Reategui Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/12/2025,TRUE,18.6,FALSE
1037304,Hulen Design LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/14/2025,TRUE,20.2,FALSE
1037740,Kendall Designs(TEXAS),DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/12/2025,TRUE,22.6,FALSE
1037561,Jenn McCoy Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/22/2025,TRUE,21.6,FALSE
1037548,EE Design Consulting LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/27/2025,TRUE,17.0,FALSE
1037559,Curated by Lazo,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/26/2025,TRUE,21.1,FALSE
1037509,Margaret Helms Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/17/2025,TRUE,17.1,FALSE
1037527,Artelier Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/24/2025,TRUE,18.6,FALSE
1037470,Prince Design Studio,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/14/2025,TRUE,17.1,FALSE
1037535,Oak and Wilder,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/18/2025,TRUE,20.1,FALSE
1037412,Melissa Rae Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/22/2025,TRUE,20.1,FALSE
1037445,"Olive & Rae Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/21/2025,TRUE,21.6,FALSE
1037329,Haley Poe Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/18/2025,TRUE,17.2,FALSE
1037330,Jennifer Bowne Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/23/2025,TRUE,17.2,FALSE
1037385,Boquist Home,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/7/2025,TRUE,18.7,FALSE
1037379,Vie,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/26/2025,TRUE,17.2,FALSE
1037216,TAS 2 Design,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/4/2025,TRUE,18.7,FALSE
1037265,Private Lyfe LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,6/17/2025,TRUE,17.2,FALSE
1038264,Krishni Daye Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/17/2025,TRUE,16.9,FALSE
1037928,Erin O'Brien Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/1/2025,TRUE,19.9,FALSE
1037913,Susan Barrier Design Consulting LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/29/2025,TRUE,18.5,FALSE
1037916,RJA Design,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/8/2025,TRUE,18.5,FALSE
1037802,Danielle Decker,RETAIL,SINGLE_LOCATION,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/18/2025,TRUE,20.0,FALSE
1037808,Angel Rivera Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/21/2025,TRUE,22.5,FALSE
1037817,Brana Designs,DESIGN,DESIGN_FIRM,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/19/2025,TRUE,21.5,FALSE
1037899,House of Hazard Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/4/2025,TRUE,16.7,FALSE
1037767,"Kat Clasen Design, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/22/2025,TRUE,17.0,FALSE
1037799,"Creations by Christy, LLC",DESIGN,HOSPITALITY,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,12/3/2025,TRUE,20.7,FALSE
1037650,"DUMONT INTERIEURS, LLC",DESIGN,DESIGN_FIRM,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/22/2025,TRUE,19.9,FALSE
1037626,Norton Design Approach,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/1/2025,TRUE,17.1,FALSE
1037613,Peloza Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/15/2025,TRUE,17.0,FALSE
1037670,Sillin Studios,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/5/2025,TRUE,17.1,FALSE
1037738,Bren Bradley Home,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/14/2025,TRUE,21.0,FALSE
1037844,J Bella Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,8/25/2025,TRUE,17.0,FALSE
1037569,"Roomworks Designs, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,7/28/2025,TRUE,18.6,FALSE
1038012,BKD Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/15/2025,TRUE,21.0,FALSE
1038001,Arizona State Masonry/8AZ Land Services LLC,DESIGN,ARCHITECT_BUILDER,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/21/2025,TRUE,18.4,FALSE
1038028,Lindsay Baker Interior Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/29/2025,TRUE,16.9,FALSE
1038014,Lovina Zoe LLC,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/15/2025,TRUE,17.0,FALSE
1038067,TeelSpaces Interior Design and Renovations,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/8/2025,TRUE,18.4,FALSE
1038089,Jonathan Himschoot Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/6/2025,TRUE,19.9,FALSE
1038099,Kate Cane Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/2/2025,TRUE,19.9,FALSE
1038123,Cimino Design Studio,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/19/2025,TRUE,18.3,FALSE
1038004,Schmidt Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/10/2025,TRUE,17.0,FALSE
1037958,Maelee LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/9/2025,TRUE,25.5,FALSE
1037995,The Gallacher Collective,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/10/2025,TRUE,17.0,FALSE
1038000,Designing Ventures LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/26/2025,TRUE,18.4,FALSE
1037936,Lumiere du Matin,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/10/2025,TRUE,21.5,FALSE
1037994,Coven Haus,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/10/2025,TRUE,17.0,FALSE
1037961,LSL Design Co.,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/12/2025,TRUE,18.3,FALSE
1038484,Bottega Exchange and Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,1,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/5/2025,TRUE,22.3,FALSE
1038239,Allie Turville Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/15/2025,TRUE,19.9,FALSE
1038233,Chloe Design,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/7/2025,TRUE,16.9,FALSE
1038227,Becca's Interiors,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/8/2025,TRUE,16.9,FALSE
1038165,Montara LLC,DESIGN,ARCHITECT_BUILDER,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/5/2025,TRUE,16.8,FALSE
1038137,CBI Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/9/2025,TRUE,22.4,FALSE
1038133,Intuitive Interiors LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,9/27/2025,TRUE,20.9,FALSE
1038273,Carly Gray Design,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/30/2025,TRUE,16.8,FALSE
1038394,Cypress Studio LLC,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/6/2025,TRUE,16.8,FALSE
1038390,"AH Homes, Inc",DESIGN,HOSPITALITY,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/3/2025,TRUE,23.8,FALSE
1038433,Chelsea Harrison Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/30/2025,TRUE,18.3,FALSE
1038284,"Nina Ex Designs, Inc",DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/1/2025,TRUE,18.3,FALSE
1038364,Eva Larocque Interiors,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/27/2025,TRUE,16.8,FALSE
1038389,Astrelle Johnquest Design,DESIGN,DESIGN_FIRM,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/13/2025,TRUE,18.3,FALSE
1038300,"Leslie Barry Design, LLC",DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/17/2025,TRUE,16.9,FALSE
1038341,The Luster Kind Inc.,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,10/27/2025,TRUE,18.3,FALSE
1038557,Michael Nicholas Designs,DESIGN,DESIGNER_INDEPENDENT,0.0,0.0,0,0,LOW_REVENUE,HIGH_POTENTIAL,Group 3 High Potential,11/13/2025,TRUE,18.3,FALSE
